t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,11.79,1.47,17.328,1445,654.669379,548.5044574,0.84,242.4,57.2,25.2,30.1,7.52,2.1,82,8.0,16.49,3.89,15.12,5.14,20.93,0.04,117,28,107,36,NONE,,30.7,51,42.3,733,756,4545,189.4,3.16,0,52.2,0,2516,2030,0,55.3,44.7,0.84,"W001° 15' 5.5866""","N51° 45' 55.512""",59,127,0.5,0,2.14,2.95,5.09,0.42,0.23,1.239,0,0,0,,36,00:00:00,85.8,0.9,1430,996,0,68,0,9,False,30,0.69,38
3.0,20.62,0.528,10.887,510,367.7138897,287.9019639,0.78,89.8,17.2,25.7,32.8,4.23,1.2,85,4.3,17.01,3.26,15.19,4.87,20.93,0.04,121,23,108,35,NONE,,30.7,51,42.3,733,756,2521,105.0,1.75,0,29.0,0,1868,654,0,74.1,25.9,0.78,"W001° 15' 5.5914""","N51° 45' 55.509""",59,128,0.1,0,1.01,1.9,2.91,0.35,0.24,1.037,3,0,0,,36,00:00:03,91.1,2.54,1430,996,0,68,0,9,False,32,0.52,37
6.0,24.59,0.491,12.074,455,419.265475,315.3557935,0.75,83.1,15.8,24.7,32.8,4.82,1.4,82,5.1,16.92,3.22,15.18,4.79,20.93,0.04,120,23,108,34,NONE,,30.6,52,42.3,733,756,2854,118.9,1.98,0,32.8,0,2414,440,0,84.6,15.4,0.75,"W001° 15' 5.6022""","N51° 45' 55.5126""",59,128,0.1,0,0.9,1.54,2.44,0.37,0.22,1.082,3,0,0,,36,00:00:06,90.1,2.89,1430,996,0,68,0,9,False,32,0.55,36
8.0,22.64,0.536,12.136,528,435.0647619,329.1099924,0.76,90.0,17.9,24.3,32.1,5.0,1.4,81,5.4,16.79,3.34,15.08,4.85,20.93,0.04,119,24,107,34,NONE,,30.6,52,42.3,732,756,2965,123.5,2.06,0,34.1,0,2464,500,0,83.1,16.9,0.76,"W001° 15' 5.6076""","N51° 45' 55.5192""",59,127,0.1,0,0.99,1.66,2.65,0.37,0.22,1.084,2,0,0,,36,00:00:08,90.1,3,1430,996,0,68,0,9,False,32,0.54,36
11.0,21.58,0.597,12.885,557,466.5947748,352.311979,0.76,100.0,20.1,24.4,32.3,5.36,1.5,0,0.0,16.75,3.37,15.2,4.78,20.93,0.04,119,24,108,34,NONE,,30.6,52,42.4,733,756,3178,132.4,2.21,0,36.5,0,2657,521,0,83.6,16.4,0.76,"W001° 15' 5.6088""","N51° 45' 55.53""",59,127,0.1,0,1.07,1.71,2.78,0.38,0.22,1.11,3,0,0,,36,00:00:11,89.4,3.22,1430,996,0,68,0,9,False,32,0.56,36
14.0,20.91,0.628,13.129,597,463.3391642,354.7993771,0.77,105.8,20.9,25.2,32.9,5.33,1.5,0,0.0,16.85,3.33,15.27,4.76,20.93,0.04,119,24,108,34,NONE,,30.6,52,42.3,733,756,3164,131.8,2.2,0,36.4,0,2530,634,0,80.0,20.0,0.77,"W001° 15' 5.604""","N51° 45' 55.545""",59,128,0.1,0,1.12,1.75,2.87,0.39,0.23,1.118,3,0,0,,36,00:00:14,89.3,3.2,1430,996,0,68,0,9,False,32,0.56,36
17.0,20.48,0.541,11.078,524,377.5548823,289.2121551,0.77,91.9,17.4,25.5,33.3,4.34,1.2,0,0.0,16.99,3.22,15.36,4.67,20.93,0.04,120,23,109,33,NONE,,30.6,52,42.4,733,756,2578,107.4,1.79,1,29.6,0,2059,519,0,79.9,20.1,0.77,"W001° 15' 5.6088""","N51° 45' 55.5576""",60,127,0.1,0,1.06,1.87,2.93,0.36,0.22,1.044,3,0,0,,36,00:00:17,90.9,2.6,1430,996,0,68,0,8,False,32,0.51,35
19.0,25.21,0.533,13.437,482,463.9349376,351.9673878,0.76,90.3,17.2,25.2,33.2,5.33,1.5,0,0.0,16.94,3.23,15.38,4.65,20.93,0.04,120,23,109,33,NONE,,30.6,52,42.4,733,756,3163,131.8,2.2,1,36.4,0,2605,558,0,82.4,17.6,0.76,"W001° 15' 5.6112""","N51° 45' 55.569""",60,127,0.1,0,0.96,1.42,2.38,0.4,0.22,1.128,2,0,0,,36,00:00:19,89.0,3.2,1430,996,0,68,0,8,False,32,0.56,35
22.0,23.08,0.599,13.823,536,486.3465463,380.4880135,0.78,100.9,20.3,25.1,32.1,5.59,1.6,77,6.3,16.84,3.39,15.3,4.77,20.93,0.04,119,24,108,34,NONE,,30.6,52,42.4,733,756,3334,138.9,2.32,1,38.3,0,2477,857,0,74.3,25.7,0.78,"W001° 15' 5.6118""","N51° 45' 55.5624""",60,127,0.4,0,1.08,1.52,2.6,0.42,0.21,1.141,3,0,0,,36,00:00:22,88.7,0.84,1430,996,0,68,0,8,False,32,0.55,36
