t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,5.97,0.102,0.609,1229,0.0,0.0,0.23,21.5,0.0,0.0,0.0,0.0,0.0,77,0.0,21.08,0.0,20.88,0.06,20.93,0.04,152,0,150,0,NONE,,22.1,47,35.8,742,766,0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0.23,"W001° 15' 7.413""","N51° 45' 55.5438""",62,62,0.1,0,7.21,2.84,10.05,0.72,0.31,0.0,0,0,0,,71,00:00:00,99.7,0,1200,998,0,59,0,10,False,31,0.01,6
2.0,46.88,0.151,7.078,76,9.6850916,1.5437422,0.16,31.4,0.1,392.0,2459.5,0.11,0.0,77,0.1,20.79,0.07,20.73,0.19,20.93,0.04,150,0,149,1,NONE,,22.1,47,35.8,742,766,57,2.4,0.04,0,0.6,0,57,0,0,100.0,0.0,0.16,"W001° 15' 7.41""","N51° 45' 55.539""",62,62,0.1,0,0.68,0.6,1.28,0.53,0.47,0.85,2,0,0,,71,00:00:02,96.8,0.06,1200,998,0,59,0,10,False,32,0.22,7
4.0,26.67,0.367,9.787,975,173.0164974,112.2780214,0.65,69.6,5.2,45.8,70.5,1.88,0.5,77,2.2,18.96,1.42,17.12,2.99,20.93,0.04,136,10,123,21,NONE,,22.1,47,35.8,742,766,1150,47.9,0.8,0,12.5,0,1150,0,0,100.0,0.0,0.65,"W001° 15' 7.407""","N51° 45' 55.5312""",61,62,0.1,0,1.0,1.25,2.25,0.44,0.4,0.991,2,0,0,,71,00:00:04,95.6,1.13,1200,998,0,59,0,10,False,32,0.37,25
6.0,26.2,0.569,14.908,239,500.6279615,350.8939446,0.7,97.6,16.3,26.1,37.3,5.44,1.6,80,6.3,17.15,2.86,15.63,4.3,20.93,0.04,123,21,112,31,NONE,,22.1,47,35.8,742,766,3367,140.3,2.34,0,36.6,0,3367,0,0,100.0,0.0,0.7,"W001° 15' 7.401""","N51° 45' 55.5264""",61,62,0.1,0,0.77,1.52,2.29,0.34,0.26,1.173,2,0,0,,71,00:00:06,93.3,3.26,1200,998,0,59,0,10,False,31,0.74,33
10.0,18.87,0.756,14.264,820,504.747609,356.8498945,0.71,128.1,23.0,25.6,36.3,5.49,1.6,81,6.2,16.94,3.04,14.65,5.0,20.93,0.04,122,22,105,36,NONE,,22.1,47,35.7,742,766,3400,141.7,2.36,0,37.0,0,3400,0,0,100.0,0.0,0.71,"W001° 15' 7.3902""","N51° 45' 55.5078""",59,62,0.1,0,1.02,2.16,3.18,0.32,0.33,1.154,4,0,0,,71,00:00:10,93.6,3.29,1321,998,0,59,0,10,False,30,0.74,38
12.0,18.69,0.614,11.477,802,361.1126346,251.6024943,0.7,106.8,16.4,28.2,40.4,3.93,1.1,80,4.5,17.39,2.67,15.22,4.48,20.93,0.04,125,19,109,32,NONE,,22.1,47,35.7,742,766,2427,101.1,1.69,0,26.4,0,2427,0,0,100.0,0.0,0.7,"W001° 15' 7.3824""","N51° 45' 55.5012""",59,63,0.1,0,1.51,1.7,3.21,0.47,0.33,1.06,2,0,0,,71,00:00:12,94.9,2.36,1321,998,0,59,0,10,False,31,0.41,34
15.0,20.91,0.741,15.491,672,557.6531735,381.5559076,0.68,125.2,22.2,25.2,36.8,6.06,1.7,82,6.8,16.9,3.0,14.65,4.93,20.93,0.04,121,22,105,35,NONE,,22.0,48,35.7,742,766,3736,155.7,2.59,0,40.6,0,3736,0,0,100.0,0.0,0.68,"W001° 15' 7.3686""","N51° 45' 55.4958""",58,63,0.1,0,0.84,2.03,2.87,0.29,0.33,1.19,3,0,0,,71,00:00:15,93.1,3.64,1321,998,0,59,0,10,False,31,0.88,37
18.0,21.82,0.685,14.945,608,574.3433913,373.1493784,0.65,114.1,20.8,23.4,36.0,6.24,1.8,82,7.0,16.66,3.04,14.92,4.47,20.93,0.04,120,22,107,32,NONE,,22.0,47,35.7,742,766,3817,159.0,2.65,1,41.5,0,3817,0,0,100.0,0.0,0.65,"W001° 15' 7.359""","N51° 45' 55.497""",58,63,0.1,0,1.21,1.54,2.75,0.44,0.26,1.175,3,0,0,,71,00:00:18,93.3,3.75,1321,998,0,59,0,10,False,30,0.57,34
22.0,13.42,1.239,16.631,915,732.2313307,489.9243787,0.67,198.4,44.3,21.4,32.0,7.96,2.3,83,8.8,16.01,3.58,14.38,4.9,20.93,0.04,115,26,103,35,NONE,,22.0,48,35.7,742,766,4888,203.7,3.39,1,53.1,0,4888,0,0,100.0,0.0,0.67,"W001° 15' 7.3632""","N51° 45' 55.4868""",57,63,0.3,0,0.8,3.67,4.47,0.18,0.25,1.221,4,0,0,,71,00:00:22,92.6,1.59,1321,998,0,59,0,10,False,31,1.55,37
