t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,3.73,2.594,9.685,1817,344.2344482,301.9943619,0.88,434.8,98.4,27.4,31.2,4.72,1.3,104,3.3,16.76,3.79,15.21,4.92,20.93,0.04,120,27,109,35,NONE,,17.5,43,37.0,740,764,2412,100.5,1.67,0,33.0,0,1010,1402,0,41.9,58.1,0.88,"W001° 15' 5.9838""","N51° 45' 55.5618""",59,57,0.3,0,8.31,7.76,16.07,0.52,0.24,0.986,0,0,0,,21,00:00:00,93.3,0.94,1435,999,0,60,0,6,False,28,0.31,37
4.0,12.88,0.097,1.249,647,3.8505395,6.0040154,1.56,19.9,0.6,90.3,57.9,0.05,0.0,102,0.0,20.52,0.62,20.38,0.67,20.93,0.04,147,4,146,5,NONE,,17.5,42,37.0,740,764,31,1.3,0.02,0,0.4,0,0,31,0,0.0,100.0,1.56,"W001° 15' 5.9172""","N51° 45' 55.6182""",61,57,0.6,0,1.79,2.87,4.66,0.38,0.0,0.097,4,0,0,,21,00:00:04,99.1,0.01,1435,999,0,60,0,6,False,28,0.05,10
7.0,15.67,0.299,4.684,253,98.361746,68.7133049,0.7,55.5,5.4,36.5,52.2,1.35,0.4,84,1.2,18.56,1.81,17.08,2.88,20.93,0.04,133,13,122,21,NONE,,17.4,44,37.0,740,764,661,27.6,0.46,0,9.1,0,661,0,0,100.0,0.0,0.7,"W001° 15' 5.7852""","N51° 45' 55.6788""",65,57,0.6,0,1.08,2.75,3.83,0.28,0.23,0.671,3,0,0,,21,00:00:07,96.8,0.13,1435,999,0,60,0,6,False,29,0.28,24
10.0,23.9,0.56,13.386,348,434.3940114,295.3781977,0.68,96.8,15.1,27.0,39.7,5.95,1.7,84,5.2,17.29,2.7,15.5,4.18,20.93,0.04,124,19,111,30,NONE,,17.5,43,37.0,740,764,2907,121.1,2.02,0,39.8,0,2907,0,0,100.0,0.0,0.68,"W001° 15' 5.7366""","N51° 45' 55.6872""",66,58,0.5,0,1.12,1.39,2.51,0.45,0.28,1.127,3,0,0,,21,00:00:10,90.7,0.71,1435,999,0,60,0,6,False,29,0.5,32
12.0,34.68,0.241,8.358,394,158.3486926,109.576938,0.69,45.3,3.9,37.5,54.1,2.17,0.6,87,1.8,18.8,1.62,17.22,2.63,20.93,0.04,135,12,123,19,NONE,,17.5,44,37.0,740,764,1063,44.3,0.74,0,14.6,0,1063,0,0,100.0,0.0,0.69,"W001° 15' 5.7552""","N51° 45' 55.6824""",65,58,0.5,0,1.05,0.68,1.73,0.61,0.19,0.922,2,0,0,,20,00:00:12,94.2,0.26,1435,999,0,60,0,6,False,29,0.23,22
27.0,3.8,1.924,7.316,1501,322.2970255,243.3024566,0.75,305.9,77.8,21.9,29.0,4.42,1.3,116,2.8,15.9,4.04,14.37,5.29,20.93,0.04,114,29,103,38,NONE,,17.5,44,37.0,740,764,2195,91.5,1.52,0,30.1,0,1836,359,0,83.7,16.3,0.75,"W001° 15' 5.598""","N51° 45' 55.7382""",69,57,0.2,0,11.27,4.51,15.78,0.71,0.23,0.864,15,0,0,,20,00:00:27,94.9,1.32,1435,999,0,60,0,6,False,28,0.17,40
30.0,22.81,0.487,11.11,363,329.6938027,233.1893867,0.71,85.6,12.5,28.9,40.8,4.52,1.3,116,2.8,17.58,2.57,16.06,3.73,20.93,0.04,126,18,115,27,NONE,,17.5,44,37.0,740,764,2221,92.5,1.54,0,30.4,0,2219,2,0,99.9,0.1,0.71,"W001° 15' 5.532""","N51° 45' 55.7448""",71,57,0.4,0,1.02,1.61,2.63,0.39,0.23,1.046,3,0,0,,20,00:00:30,92.3,0.68,1435,999,0,60,0,6,False,31,0.48,30
33.0,17.19,0.551,9.473,311,308.326341,215.3461606,0.7,95.1,15.3,26.8,38.4,4.22,1.2,108,2.9,17.26,2.78,15.47,4.15,20.93,0.04,124,20,111,30,NONE,,17.6,44,37.0,740,764,2073,86.4,1.44,1,28.4,0,2073,0,0,100.0,0.0,0.7,"W001° 15' 5.493""","N51° 45' 55.758""",72,56,0.5,0,1.45,2.04,3.49,0.42,0.26,0.976,3,0,0,,20,00:00:33,93.4,0.51,1435,999,0,60,0,6,False,29,0.38,32
36.0,28.3,0.622,17.604,443,586.3119311,400.8542214,0.68,106.9,17.3,26.6,39.0,8.03,2.3,108,5.4,17.19,2.78,15.4,3.92,20.93,0.04,123,20,110,28,NONE,,17.6,44,37.0,740,764,3928,163.7,2.73,1,53.8,0,3928,0,0,100.0,0.0,0.68,"W001° 15' 5.4972""","N51° 45' 55.758""",73,57,0.5,0,0.88,1.24,2.12,0.42,0.24,1.246,3,0,0,,20,00:00:36,87.8,0.96,1435,999,0,60,0,6,False,29,0.71,31
