t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,32.61,0.459,14.967,409,327.362938,362.9363443,1.11,83.5,13.8,38.7,35.0,4.36,1.2,108,3.0,18.19,3.01,16.44,4.76,20.91,0.06,129,21,117,34,NONE,,28.8,55,45.7,733,757,2413,100.6,1.68,0,32.2,0,0,2413,0,0.0,100.0,1.11,"W001° 15' 5.7312""","N51° 45' 55.413""",62,73,0.1,0,0.26,1.58,1.84,0.14,0.25,1.175,0,0,0,,51,00:00:00,90.1,2.62,1275,978,0,77,0,9,False,31,1.77,36
5.0,14.15,1.4,19.811,641,754.8884866,789.0729258,1.05,227.3,68.6,24.9,23.9,10.07,2.9,106,7.1,16.24,4.9,14.69,6.19,20.91,0.06,115,35,104,44,NONE,,28.8,55,45.7,733,757,5489,228.7,3.81,0,73.2,0,0,5489,0,0.0,100.0,1.05,"W001° 15' 5.7324""","N51° 45' 55.4052""",62,73,0.1,0,0.33,3.91,4.24,0.08,0.18,1.297,5,0,0,,51,00:00:05,86.9,6.04,1278,978,0,77,0,9,False,31,4.24,45
9.0,14.18,1.075,15.248,838,512.0240574,535.2491052,1.05,180.5,46.5,27.8,26.6,6.83,2.0,107,4.8,16.79,4.33,15.06,6.17,20.91,0.06,119,31,107,44,NONE,,28.8,55,45.7,733,757,3723,155.1,2.59,0,49.6,0,0,3723,0,0.0,100.0,1.05,"W001° 15' 5.769""","N51° 45' 55.3992""",63,73,0.7,0,0.37,3.86,4.23,0.09,0.25,1.183,4,0,0,,51,00:00:09,89.9,0.59,1278,978,270,77,0,9,False,32,2.91,45
11.0,24.9,1.439,35.826,1035,1324.8287196,1357.0176073,1.02,235.9,67.1,25.7,25.1,17.66,5.0,109,12.2,16.39,4.66,15.56,5.9,20.91,0.06,116,33,110,42,NONE,,28.8,55,45.7,733,757,9590,399.6,6.66,1,127.9,0,0,9590,0,0.0,100.0,1.02,"W001° 15' 5.8008""","N51° 45' 55.3884""",63,73,1.2,0,0.95,1.46,2.41,0.39,0.18,1.554,2,0,0,,51,00:00:11,76.3,0.88,1278,978,0,77,0,9,False,32,1.51,43
15.0,16.76,1.804,30.235,1203,958.4722249,1131.2592539,1.18,305.1,83.1,30.3,25.7,12.78,3.7,111,8.6,16.91,4.61,16.08,5.52,20.91,0.06,120,33,114,39,NONE,,28.8,55,45.7,733,757,7175,298.9,4.98,1,95.7,0,0,7175,0,0.0,100.0,1.18,"W001° 15' 5.7912""","N51° 45' 55.401""",62,74,0.5,0,0.89,2.69,3.58,0.25,0.16,1.481,4,0,0,,51,00:00:15,80.0,1.53,1278,978,0,77,0,9,False,32,2.03,41
19.0,16.13,1.358,21.903,1090,664.5847991,784.284902,1.18,232.0,59.9,31.3,26.5,8.86,2.5,99,6.7,17.08,4.41,16.19,5.54,20.91,0.06,121,31,115,39,NONE,,28.8,55,45.7,733,757,4975,207.3,3.45,1,66.3,0,0,4975,0,0.0,100.0,1.18,"W001° 15' 5.8056""","N51° 45' 55.404""",62,73,0.2,0,0.96,2.76,3.72,0.26,0.18,1.341,4,0,0,,51,00:00:19,85.5,2.66,1278,978,0,77,0,9,False,32,1.41,41
21.0,25.0,0.96,24.0,1019,724.0621922,846.0967107,1.17,164.3,41.7,30.7,26.3,9.65,2.8,98,7.4,17.11,4.34,16.56,5.31,20.91,0.06,122,31,118,38,NONE,,28.9,55,45.7,732,757,5407,225.3,3.75,1,72.1,0,0,5407,0,0.0,100.0,1.17,"W001° 15' 5.7954""","N51° 45' 55.4082""",61,73,0.4,0,0.98,1.42,2.4,0.41,0.14,1.38,2,0,0,,51,00:00:21,84.1,1.45,1278,978,0,77,0,9,False,32,0.98,39
23.0,29.56,0.894,26.424,989,699.0298036,884.5528835,1.27,156.6,36.9,34.8,27.5,9.32,2.7,98,7.1,17.52,4.13,17.06,4.93,20.91,0.06,124,29,121,35,NONE,,28.9,55,45.7,733,757,5327,222.0,3.7,1,71.0,0,0,5327,0,0.0,100.0,1.27,"W001° 15' 5.7918""","N51° 45' 55.4106""",61,73,0.4,0,0.95,1.08,2.03,0.47,0.13,1.422,2,0,0,,51,00:00:23,82.5,1.4,1278,978,0,77,0,9,False,32,0.94,37
26.0,26.43,0.232,6.132,1119,88.1797604,125.3234929,1.42,44.1,5.9,48.6,34.2,1.18,0.3,0,0.0,19.01,2.54,17.97,3.8,20.91,0.06,135,18,128,27,NONE,,28.9,55,45.7,733,757,694,28.9,0.48,2,9.2,0,0,694,0,0.0,100.0,1.42,"W001° 15' 5.7768""","N51° 45' 55.4112""",62,73,0.1,0,1.11,1.16,2.27,0.49,0.09,0.788,3,0,0,,51,00:00:26,95.9,0.71,1278,978,0,77,0,9,False,32,0.21,30
28.0,22.22,0.705,15.667,173,456.2496724,575.6810655,1.26,121.1,31.9,30.9,24.5,6.08,1.7,0,0.0,17.18,4.52,16.27,5.71,20.91,0.06,122,32,116,41,NONE,,28.9,55,45.7,733,757,3474,144.8,2.41,2,46.3,0,0,3474,0,0.0,100.0,1.26,"W001° 15' 5.7696""","N51° 45' 55.4106""",62,73,0.1,0,0.8,1.9,2.7,0.3,0.14,1.195,2,0,0,,51,00:00:28,89.6,3.65,1278,978,0,76,0,9,False,32,0.88,42
31.0,19.42,1.048,20.35,727,638.3332538,782.5797611,1.23,177.3,49.6,29.7,24.3,8.51,2.4,0,0.0,16.92,4.73,15.99,5.95,20.91,0.06,120,34,114,42,NONE,,28.9,55,45.7,733,757,4824,201.0,3.35,2,64.3,0,0,4824,0,0.0,100.0,1.23,"W001° 15' 5.7708""","N51° 45' 55.4076""",62,73,0.1,0,0.85,2.24,3.09,0.28,0.16,1.309,3,0,0,,51,00:00:31,86.5,5.11,1278,978,0,77,0,9,False,32,1.23,44
33.0,32.26,0.715,23.065,575,721.9138496,824.846466,1.14,121.5,31.5,28.8,25.2,9.63,2.8,0,0.0,16.99,4.41,16.38,5.34,20.91,0.06,121,31,116,38,NONE,,28.9,55,45.7,733,757,5361,223.4,3.72,2,71.5,0,0,5361,0,0.0,100.0,1.14,"W001° 15' 5.763""","N51° 45' 55.4046""",62,73,0.3,0,0.6,1.26,1.86,0.32,0.11,1.363,2,0,0,,51,00:00:33,84.7,1.93,1278,978,0,77,0,9,False,32,1.19,40
35.0,26.79,0.953,25.527,1082,696.3196808,873.5897311,1.25,166.0,40.2,34.0,27.1,9.28,2.7,101,6.9,17.42,4.22,16.97,4.99,20.91,0.06,124,30,120,35,NONE,,28.9,55,45.7,733,757,5294,220.6,3.68,2,70.6,0,0,5294,0,0.0,100.0,1.25,"W001° 15' 5.7546""","N51° 45' 55.4034""",62,73,0.4,0,0.95,1.29,2.24,0.42,0.13,1.407,2,0,0,,51,00:00:35,83.1,1.39,1278,978,0,76,0,8,False,32,1.0,37
38.0,23.17,0.219,5.073,985,57.2367573,92.8330398,1.62,42.4,5.0,60.3,37.2,0.76,0.2,104,0.6,19.36,2.28,18.16,3.58,20.91,0.06,137,16,129,25,NONE,,28.9,55,45.7,733,757,468,19.5,0.33,2,6.2,0,0,468,0,0.0,100.0,1.62,"W001° 15' 5.757""","N51° 45' 55.4064""",62,73,0.1,0,0.86,1.73,2.59,0.33,0.11,0.705,3,0,0,,51,00:00:38,96.6,0.46,1278,978,0,76,0,8,False,32,0.25,28
40.0,31.25,0.844,26.375,73,900.6852915,1128.8882793,1.25,139.6,44.4,26.9,21.4,12.01,3.4,103,8.7,16.54,5.26,16.06,5.96,20.91,0.06,117,37,114,42,NONE,,29.0,55,45.7,733,757,6846,285.3,4.75,2,91.3,0,0,6846,0,0.0,100.0,1.25,"W001° 15' 5.7486""","N51° 45' 55.4082""",62,73,0.1,0,0.37,1.55,1.92,0.19,0.06,1.421,2,0,0,,51,00:00:40,82.5,7.21,1278,978,0,76,0,9,False,32,2.28,44
43.0,19.74,0.725,14.309,725,441.5889858,535.4556325,1.21,123.2,33.4,29.3,24.1,5.89,1.7,99,4.5,16.99,4.61,16.12,5.74,20.91,0.06,121,33,114,41,NONE,,29.0,55,45.7,733,757,3328,138.7,2.31,2,44.4,0,0,3328,0,0.0,100.0,1.21,"W001° 15' 5.751""","N51° 45' 55.4046""",62,73,0.6,0,0.85,2.19,3.04,0.28,0.13,1.156,3,0,0,,51,00:00:43,90.5,0.59,1278,978,0,76,0,9,False,32,0.85,42
46.0,17.24,0.785,13.534,1138,378.9159593,489.9616981,1.29,135.8,35.0,32.5,25.2,5.05,1.4,99,3.8,17.3,4.46,16.27,5.7,20.91,0.06,123,32,116,40,NONE,,29.0,55,45.7,733,757,2904,121.0,2.02,2,38.7,0,0,2904,0,0.0,100.0,1.29,"W001° 15' 5.7522""","N51° 45' 55.4088""",62,73,0.2,0,1.07,2.41,3.48,0.31,0.16,1.131,3,0,0,,51,00:00:46,91.0,1.52,1278,978,0,76,0,8,False,32,0.73,42
51.0,12.12,0.752,9.115,694,216.8409134,283.8040266,1.31,134.1,28.9,38.1,29.1,2.89,0.8,99,2.2,17.83,3.84,16.02,5.42,20.91,0.06,127,27,114,38,NONE,,29.1,54,45.6,733,757,1667,69.5,1.16,3,22.2,0,0,1667,0,0.0,100.0,1.31,"W001° 15' 5.7558""","N51° 45' 55.413""",62,73,0.1,0,1.12,3.83,4.95,0.23,0.23,0.96,5,0,0,,51,00:00:51,94.0,1.73,1278,978,0,76,0,9,False,32,0.67,40
53.0,29.7,0.252,7.485,428,101.7052948,140.538771,1.38,48.2,5.9,53.2,38.5,1.36,0.4,97,1.0,19.13,2.34,17.83,3.6,20.91,0.06,136,17,127,26,NONE,,29.1,54,45.6,733,757,794,33.1,0.55,3,10.6,0,0,794,0,0.0,100.0,1.38,"W001° 15' 5.7588""","N51° 45' 55.416""",62,73,0.1,0,0.33,1.69,2.02,0.16,0.14,0.874,2,0,0,,51,00:00:53,95.0,0.81,1278,978,0,76,0,9,False,32,0.76,29
56.0,19.23,0.872,16.769,379,561.3395622,634.2591117,1.13,145.9,40.6,27.5,24.3,7.48,2.1,97,5.8,16.73,4.66,15.34,6.23,20.91,0.06,119,33,109,44,NONE,,29.1,55,45.6,733,757,4157,173.2,2.89,3,55.4,0,0,4157,0,0.0,100.0,1.13,"W001° 15' 5.7744""","N51° 45' 55.4244""",62,73,0.1,0,0.25,2.87,3.12,0.08,0.19,1.225,3,0,0,,51,00:00:56,88.9,4.49,1278,978,0,76,0,9,False,32,3.49,45
59.0,21.58,0.952,20.547,1050,566.2323604,666.5879008,1.18,166.0,38.1,33.6,28.6,7.55,2.2,0,0.0,17.44,4.0,16.12,5.4,20.91,0.06,124,28,114,38,NONE,,29.2,55,45.7,733,757,4236,176.5,2.94,3,56.5,0,0,4236,0,0.0,100.0,1.18,"W001° 15' 5.7834""","N51° 45' 55.4316""",61,73,0.1,0,0.95,1.83,2.78,0.34,0.22,1.313,3,0,0,,51,00:00:59,86.4,4.53,1278,978,0,76,0,9,False,32,1.0,40
64.0,11.93,1.622,19.348,1261,529.5381804,675.6849889,1.28,282.1,69.8,35.0,27.4,7.06,2.0,0,0.0,17.39,4.3,16.26,5.59,20.91,0.06,123,31,115,40,NONE,,29.2,55,45.7,733,757,4044,168.5,2.81,3,53.9,0,0,4044,0,0.0,100.0,1.28,"W001° 15' 5.7972""","N51° 45' 55.3986""",61,73,0.9,0,0.75,4.28,5.03,0.15,0.22,1.287,5,0,0,,51,00:01:04,87.2,0.47,1278,978,0,75,0,9,False,31,2.16,41
66.0,25.21,0.936,23.597,1192,547.0905081,710.3865329,1.3,167.7,34.8,39.9,30.7,7.29,2.1,0,0.0,17.92,3.72,16.96,5.0,20.91,0.06,127,26,120,36,NONE,,29.2,55,45.7,733,757,4198,174.9,2.92,3,56.0,0,0,4198,0,0.0,100.0,1.3,"W001° 15' 5.8002""","N51° 45' 55.3992""",61,73,0.5,0,0.76,1.62,2.38,0.32,0.22,1.373,2,0,0,,51,00:01:06,84.4,0.88,1278,978,0,75,0,9,False,31,1.23,37
