t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,103.45,0.481,49.759,644,388.0023726,509.7832144,1.31,95.8,6.2,109.6,83.4,5.11,1.5,85,4.6,19.92,1.29,18.72,2.26,20.93,0.04,141,9,133,16,NONE,,30.8,50,52.0,731,755,2987,124.4,2.07,0,39.3,0,0,2987,0,0.0,100.0,1.31,"W001° 15' 5.5644""","N51° 45' 55.4466""",63,75,0.4,0,0.26,0.32,0.58,0.45,0.4,1.697,0,0,0,,29,00:00:00,74.6,0.77,1430,1005,0,84,0,9,False,32,1.85,20
1.0,41.96,0.136,5.706,608,7.4650002,15.3380214,2.05,28.2,0.5,371.0,180.5,0.1,0.0,85,0.1,20.74,0.37,20.48,0.52,20.93,0.04,147,3,145,4,NONE,,30.8,51,52.0,731,755,66,2.8,0.05,0,0.9,0,0,66,0,0.0,100.0,2.05,"W001° 15' 5.559""","N51° 45' 55.4496""",63,75,0.5,0,0.92,0.51,1.43,0.64,0.19,0.756,1,0,0,,29,00:00:01,97.1,0.01,1430,1005,0,84,0,9,False,31,0.15,9
4.0,32.26,0.534,17.226,606,260.8990137,261.5752795,1.0,101.9,10.1,57.4,57.2,3.43,1.0,85,3.1,19.08,1.89,17.59,3.55,20.93,0.04,135,13,125,25,NONE,,30.8,51,52.0,731,755,1880,78.3,1.31,0,24.7,0,0,1880,0,0.0,100.0,1.0,"W001° 15' 5.5548""","N51° 45' 55.4496""",63,75,0.2,0,0.71,1.15,1.86,0.38,0.39,1.236,3,0,0,,29,00:00:04,91.2,1.03,1430,1005,0,84,0,9,False,31,0.75,28
5.0,27.27,0.034,0.927,112,13.3679589,15.3549388,1.15,6.5,0.7,0.0,0.0,0.18,0.1,88,0.2,19.12,2.06,163.83,0.37,20.93,0.04,135,15,>60,3,NONE,,30.9,51,52.0,731,755,99,4.1,0.07,0,1.3,0,0,99,0,0.0,100.0,1.15,"W001° 15' 5.5506""","N51° 45' 55.4496""",62,75,0.1,0,1.19,1.01,2.2,0.54,0.0,0.0,1,0,0,,29,00:00:05,99.5,0.11,1430,1005,0,84,0,9,False,31,0.03,8
8.0,18.46,0.955,17.631,444,502.3412891,466.6366154,0.93,167.2,31.2,32.5,35.0,6.61,1.9,92,5.5,17.51,3.27,15.93,4.81,20.93,0.04,124,23,113,34,NONE,,30.8,51,52.0,731,755,3560,148.3,2.47,0,46.8,0,864,2697,0,24.3,75.7,0.93,"W001° 15' 5.5422""","N51° 45' 55.4526""",62,75,0.2,0,0.66,2.59,3.25,0.2,0.29,1.246,3,0,0,,29,00:00:08,91.0,1.98,1430,1005,0,84,0,9,False,30,1.45,36
11.0,26.91,0.141,3.794,427,35.9540976,34.0636578,0.95,27.9,1.6,53.1,56.1,0.47,0.1,93,0.4,19.79,1.13,19.38,1.46,20.93,0.04,140,8,137,10,NONE,,30.8,51,52.0,731,755,256,10.7,0.18,0,3.4,0,46,210,0,17.9,82.1,0.95,"W001° 15' 5.5392""","N51° 45' 55.4556""",62,74,0.2,0,0.77,1.46,2.23,0.35,0.0,0.579,3,0,0,,29,00:00:11,98.1,0.14,1430,1005,0,84,0,9,False,31,0.18,15
15.0,25.21,0.41,10.336,460,205.3390672,164.0786353,0.8,76.3,8.1,41.7,52.2,2.7,0.8,90,2.3,18.61,1.98,16.89,3.6,20.93,0.04,132,14,120,25,NONE,,30.8,51,52.0,731,755,1413,58.9,0.98,0,18.6,0,969,444,0,68.6,31.4,0.8,"W001° 15' 5.5482""","N51° 45' 55.4514""",63,75,0.1,0,1.09,1.29,2.38,0.46,0.34,1.014,4,0,0,,29,00:00:15,94.7,1.62,1430,1005,0,84,0,9,False,31,0.38,28
17.0,19.61,0.089,1.745,119,23.6563007,20.3331978,0.86,17.2,1.3,15.7,18.3,0.31,0.1,86,0.3,19.33,1.46,19.3,1.43,20.93,0.04,137,10,137,10,NONE,,30.9,51,52.0,731,755,165,6.9,0.11,0,2.2,0,79,86,0,47.9,52.1,0.86,"W001° 15' 5.5548""","N51° 45' 55.4478""",63,74,0.1,0,2.22,0.84,3.06,0.73,0.0,0.242,2,0,0,,29,00:00:17,99.1,0.19,1430,1005,0,84,0,9,False,32,0.04,15
20.0,18.13,0.324,5.873,343,110.7384899,79.8329927,0.72,60.8,5.5,41.6,57.7,1.46,0.4,83,1.3,18.77,1.7,17.0,2.99,20.93,0.04,133,12,120,21,NONE,,30.8,51,52.0,731,755,748,31.2,0.52,0,9.8,0,713,36,0,95.3,4.7,0.72,"W001° 15' 5.5614""","N51° 45' 55.4424""",63,74,0.1,0,1.7,1.61,3.31,0.51,0.29,0.769,3,0,0,,29,00:00:20,97.0,0.87,1430,1005,0,84,0,9,False,32,0.19,25
