t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,21.66,0.346,7.495,421,147.3188613,112.0708013,0.76,64.6,6.4,40.6,53.3,2.34,0.7,102,1.4,18.67,1.85,17.14,3.13,20.93,0.04,133,13,122,22,NONE,,25.3,29,42.5,737,760,1005,41.9,0.7,0,16.0,0,821,184,0,81.7,18.3,0.76,"W001° 15' 6.0942""","N51° 45' 55.6548""",54,70,0.5,0,1.4,1.37,2.77,0.51,0.28,0.875,0,0,0,,80,00:00:00,96.2,0.28,1435,996,0,47,0,12,False,32,0.25,26
3.0,33.15,0.144,4.773,174,73.8898633,53.2027537,0.72,27.6,2.0,33.2,46.1,1.17,0.3,96,0.8,19.17,1.39,18.83,1.62,20.93,0.04,137,10,134,12,NONE,,25.0,29,42.5,737,760,499,20.8,0.35,0,7.9,0,477,22,0,95.6,4.4,0.72,"W001° 15' 6.0906""","N51° 45' 55.6524""",54,70,0.2,0,1.03,0.78,1.81,0.57,0.0,0.679,3,0,0,,80,00:00:03,97.6,0.35,1435,996,0,47,0,10,False,31,0.14,16
6.0,13.67,0.772,10.551,867,324.8999476,239.3153016,0.74,134.4,21.5,29.5,40.1,5.16,1.5,90,3.6,17.41,2.78,15.6,4.14,20.93,0.04,124,20,111,30,NONE,,24.7,30,42.5,737,760,2204,91.8,1.53,0,35.0,0,1981,222,0,89.9,10.1,0.74,"W001° 15' 6.0888""","N51° 45' 55.6524""",54,70,0.1,0,3.02,1.37,4.39,0.69,0.29,1.023,3,0,0,,80,00:00:06,94.6,3.09,1435,996,0,48,0,11,False,32,0.26,32
9.0,25.64,0.576,14.769,571,470.9340746,342.5783357,0.73,99.6,16.4,27.6,37.9,7.48,2.1,93,5.1,17.29,2.85,15.5,4.07,20.93,0.04,123,20,111,29,NONE,,24.5,32,42.5,737,760,3187,132.8,2.21,0,50.6,0,2965,222,0,93.0,7.0,0.73,"W001° 15' 6.099""","N51° 45' 55.6482""",55,70,0.1,0,1.47,0.87,2.34,0.63,0.24,1.169,3,0,0,,80,00:00:09,92.5,4.49,1435,996,0,48,0,11,False,32,0.39,32
15.0,8.68,1.399,12.148,829,414.6797339,315.9806642,0.76,237.9,44.6,27.8,36.5,6.58,1.9,94,4.4,17.01,3.19,15.07,4.77,20.93,0.04,121,23,107,34,NONE,,23.8,31,42.5,737,760,2829,117.9,1.96,0,44.9,0,2298,531,0,81.2,18.8,0.76,"W001° 15' 6.1152""","N51° 45' 55.6428""",56,70,0.1,0,1.66,5.25,6.91,0.24,0.32,1.084,6,0,0,,80,00:00:15,93.8,3.95,1435,996,0,50,0,12,False,32,0.84,36
16.0,67.42,0.096,6.472,377,75.4362126,59.1377215,0.78,18.8,1.1,23.2,29.6,1.2,0.3,91,0.8,19.58,1.15,19.21,1.3,20.93,0.04,140,8,137,9,NONE,,23.7,31,42.5,737,760,517,21.6,0.36,0,8.2,0,381,136,0,73.7,26.3,0.78,"W001° 15' 6.1152""","N51° 45' 55.6428""",56,70,0.1,0,0.39,0.5,0.89,0.44,0.0,0.811,1,0,0,,80,00:00:16,96.7,0.72,1435,996,0,50,0,12,False,32,0.25,14
19.0,23.53,0.377,8.871,514,170.1575383,119.5491421,0.7,70.7,6.3,42.5,60.4,2.7,0.8,92,1.8,18.75,1.67,16.49,3.32,20.93,0.04,134,12,118,24,NONE,,23.4,32,42.5,736,760,1145,47.7,0.8,0,18.2,0,1145,0,0,100.0,0.0,0.7,"W001° 15' 6.1092""","N51° 45' 55.6482""",55,69,0.0,0,1.37,1.18,2.55,0.54,0.37,0.948,3,0,0,,80,00:00:19,95.5,,1435,996,0,50,0,12,False,32,0.28,27
25.0,17.54,0.066,1.158,2558,0.0,1.0682435,0,13.9,0.1,37.7,0.0,0.0,0.0,98,0.0,21.06,0.15,163.83,0.14,20.93,0.04,150,1,>68,1,NONE,,22.8,32,42.6,737,760,0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0,"W001° 15' 6.0852""","N51° 45' 55.656""",54,69,0.1,0,2.33,1.09,3.42,0.68,0.0,0.064,6,0,0,,80,00:00:25,99.4,0,1435,996,0,52,0,12,False,32,0.03,6
40.0,3.81,2.655,10.121,160,419.464759,338.7329037,0.81,427.9,108.6,23.5,29.1,6.66,1.9,92,4.6,16.12,4.09,15.25,4.81,20.93,0.04,115,29,109,34,NONE,,21.5,34,42.6,737,760,2892,120.5,2.01,1,45.9,0,1900,992,0,65.7,34.3,0.81,"W001° 15' 6.0468""","N51° 45' 55.6674""",54,69,0.1,0,11.39,4.35,15.74,0.72,0.17,1.005,15,0,0,,80,00:00:40,94.9,3.99,1435,996,0,55,0,12,False,31,0.23,36
43.0,12.55,0.737,9.251,682,302.4423518,223.0464502,0.74,126.7,21.8,27.7,37.5,4.8,1.4,79,3.8,17.19,2.96,15.36,4.26,20.93,0.04,123,21,110,30,NONE,,21.3,34,42.6,737,760,2052,85.5,1.42,1,32.6,0,1838,213,0,89.6,10.4,0.74,"W001° 15' 6.0408""","N51° 45' 55.6614""",54,69,0.1,0,3.42,1.36,4.78,0.72,0.26,0.966,3,0,0,,80,00:00:43,95.3,2.88,1435,996,0,55,0,11,False,31,0.22,33
45.0,23.62,0.56,13.228,870,314.6225368,229.8484463,0.73,102.0,12.0,36.8,50.4,4.99,1.4,77,4.1,18.21,2.14,16.66,3.4,20.93,0.04,130,15,119,24,NONE,,21.1,35,42.6,737,760,2131,88.8,1.48,1,33.8,0,1960,171,0,92.0,8.0,0.73,"W001° 15' 6.0402""","N51° 45' 55.6578""",55,69,0.0,0,1.9,0.64,2.54,0.75,0.32,1.122,2,0,0,,80,00:00:45,93.3,,1435,996,0,56,0,11,False,31,0.29,27
47.0,38.71,0.74,28.645,361,1004.5892091,726.1822734,0.72,125.3,23.0,25.8,35.7,15.95,4.6,75,13.4,16.93,3.11,15.45,4.22,20.93,0.04,121,22,110,30,NONE,,21.0,35,42.6,737,760,6792,283.0,4.72,1,107.8,0,6424,368,0,94.6,5.4,0.72,"W001° 15' 6.033""","N51° 45' 55.6548""",55,69,0.2,0,0.52,1.03,1.55,0.34,0.23,1.457,2,0,0,,80,00:00:47,85.4,4.78,1435,996,0,56,0,11,False,31,1.42,33
50.0,18.99,1.037,19.69,597,743.9795926,536.32167,0.72,172.4,34.6,24.7,34.2,11.81,3.4,79,9.4,16.62,3.34,15.04,4.78,20.93,0.04,119,24,107,34,NONE,,20.8,35,42.6,737,760,5028,209.5,3.49,1,79.8,0,4790,238,0,95.3,4.7,0.72,"W001° 15' 6.0384""","N51° 45' 55.647""",55,69,0.3,0,1.03,2.13,3.16,0.33,0.27,1.294,3,0,0,,80,00:00:50,90.0,2.36,1435,996,0,56,0,12,False,32,1.01,36
53.0,17.91,1.399,25.057,597,1129.9734947,795.2882135,0.7,221.2,54.3,21.1,29.9,17.94,5.1,80,14.1,15.81,3.88,14.29,5.05,20.93,0.04,113,28,102,36,NONE,,20.6,35,42.6,737,760,7606,316.9,5.28,1,120.7,0,7606,0,0,100.0,0.0,0.7,"W001° 15' 6.0336""","N51° 45' 55.6458""",55,69,0.1,0,1.8,1.55,3.35,0.54,0.22,1.399,3,0,0,,80,00:00:53,87.3,>.76,1435,996,0,57,0,11,False,32,0.78,38
60.0,11.63,1.199,13.942,1804,455.6324321,347.0484101,0.76,205.9,36.6,28.8,37.8,7.23,2.1,91,5.0,17.17,3.05,15.61,4.31,20.93,0.04,122,22,111,31,NONE,,20.2,36,42.6,737,760,3109,129.5,2.16,2,49.3,0,2528,580,0,81.3,18.7,0.76,"W001° 15' 6.036""","N51° 45' 55.6428""",56,69,0.1,0,3.2,1.96,5.16,0.62,0.29,1.144,7,0,0,,80,00:01:00,92.9,4.34,1435,996,0,58,0,11,False,32,0.37,33
63.0,12.99,1.124,14.597,911,512.3408123,390.0805837,0.76,189.9,36.8,26.7,35.1,8.13,2.3,95,5.4,16.9,3.27,15.27,4.66,20.93,0.04,120,23,109,33,NONE,,20.0,38,42.7,737,760,3495,145.6,2.43,2,55.5,0,2847,649,0,81.4,18.6,0.76,"W001° 15' 6.042""","N51° 45' 55.6404""",56,69,0.1,0,2.67,1.95,4.62,0.58,0.28,1.164,3,0,0,,80,00:01:03,92.6,4.88,1435,996,0,59,0,12,False,32,0.42,35
67.0,26.55,0.337,8.947,353,182.7379324,130.8546789,0.72,62.7,6.1,38.8,54.2,2.9,0.8,95,1.9,18.61,1.81,17.17,3.08,20.93,0.04,133,13,122,22,NONE,,19.8,39,42.7,737,760,1234,51.4,0.86,2,19.6,0,1195,38,0,96.9,3.1,0.72,"W001° 15' 6.0492""","N51° 45' 55.6314""",57,69,0.1,0,0.69,1.57,2.26,0.31,0.28,0.952,4,0,0,,80,00:01:07,95.5,1.74,1435,996,0,59,0,12,False,32,0.49,25
69.0,14.02,0.031,0.435,81,0.0,1.0160187,0,6.6,0.1,286.9,0.0,0.0,0.0,90,0.0,21.29,0.32,163.83,0.12,20.93,0.04,152,2,>68,1,NONE,,19.7,39,42.8,737,760,0,0.0,0.0,2,0.0,0,0,0,0,100.0,0.0,0,"W001° 15' 6.0564""","N51° 45' 55.6302""",57,69,0.1,0,2.33,1.95,4.28,0.54,0.0,0.0,2,0,0,,80,00:01:09,99.8,0,1435,996,0,59,0,11,False,32,0.01,6
73.0,21.35,0.45,9.609,408,280.820592,185.5931119,0.66,79.4,10.7,28.9,43.7,4.46,1.3,84,3.3,17.64,2.38,15.39,3.95,20.93,0.04,126,17,110,28,NONE,,19.5,39,42.8,737,760,1871,78.0,1.3,2,29.7,0,1871,0,0,100.0,0.0,0.66,"W001° 15' 6.0504""","N51° 45' 55.6284""",57,69,0.4,0,1.07,1.74,2.81,0.38,0.29,0.983,4,0,0,,80,00:01:13,95.1,0.67,1435,996,0,60,0,11,False,32,0.42,31
75.0,29.27,0.369,10.8,419,303.6268833,197.1420898,0.65,65.6,8.3,28.8,44.4,4.82,1.4,83,3.7,17.78,2.25,15.81,3.68,20.93,0.04,127,16,113,26,NONE,,19.5,39,42.8,737,760,2017,84.1,1.4,2,32.0,0,2017,0,0,100.0,0.0,0.65,"W001° 15' 6.0462""","N51° 45' 55.6284""",56,69,0.3,0,1.28,0.77,2.05,0.62,0.26,1.033,2,0,0,,80,00:01:15,94.5,0.96,1435,996,0,60,0,11,False,32,0.29,29
78.0,15.11,0.778,11.758,632,455.2369485,293.3026467,0.64,129.1,23.8,23.5,36.5,7.23,2.1,81,5.6,16.59,3.06,14.34,4.75,20.93,0.04,118,22,102,34,NONE,,19.3,39,42.8,737,761,3021,125.9,2.1,2,48.0,0,3021,0,0,100.0,0.0,0.64,"W001° 15' 6.0294""","N51° 45' 55.6224""",56,69,0.4,0,1.47,2.5,3.97,0.37,0.3,1.07,3,0,0,,80,00:01:18,94.0,1.08,1435,996,0,60,0,11,False,32,0.53,36
81.0,20.13,0.661,13.309,618,483.3364881,308.3424824,0.64,111.5,18.8,24.6,38.6,7.67,2.2,81,6.0,16.87,2.84,14.71,4.45,20.93,0.04,120,20,105,32,NONE,,19.2,39,42.8,737,761,3203,133.5,2.22,2,50.8,0,3203,0,0,100.0,0.0,0.64,"W001° 15' 6.0318""","N51° 45' 55.6206""",56,69,0.3,0,1.31,1.67,2.98,0.44,0.3,1.124,3,0,0,,80,00:01:21,93.2,1.53,1435,996,0,60,0,12,False,32,0.5,34
85.0,19.05,0.739,14.076,695,542.8453559,346.2915911,0.64,122.8,22.3,23.5,36.8,8.62,2.5,81,6.7,16.62,3.02,14.64,4.49,20.93,0.04,119,22,105,32,NONE,,19.1,40,42.8,737,761,3597,149.9,2.5,2,57.1,0,3597,0,0,100.0,0.0,0.64,"W001° 15' 6.0366""","N51° 45' 55.6212""",55,69,0.1,0,1.41,1.74,3.15,0.45,0.28,1.148,4,0,0,,80,00:01:25,92.8,5.17,1435,996,0,61,0,12,False,32,0.52,34
90.0,10.93,1.595,17.432,1456,801.1840544,564.9463443,0.71,250.6,63.2,20.8,29.5,12.72,3.6,85,9.4,15.71,3.96,14.39,4.94,20.93,0.04,112,28,103,35,NONE,,18.8,40,42.8,737,760,5394,224.8,3.75,3,85.6,0,5394,0,0,100.0,0.0,0.71,"W001° 15' 6.0432""","N51° 45' 55.623""",54,68,0.4,0,2.89,2.6,5.49,0.53,0.2,1.241,5,0,0,,80,00:01:30,91.1,1.91,1435,996,0,62,0,12,False,32,0.55,37
94.0,15.96,1.113,17.761,1048,674.0790758,487.2568677,0.72,184.8,37.4,24.7,34.2,10.7,3.1,89,7.6,16.6,3.36,14.92,4.69,20.93,0.04,118,24,106,33,NONE,,18.7,38,42.8,737,760,4557,189.9,3.16,3,72.3,0,4311,247,0,94.6,5.4,0.72,"W001° 15' 6.042""","N51° 45' 55.6218""",54,69,0.4,0,1.78,1.98,3.76,0.47,0.26,1.249,4,0,0,,80,00:01:34,91.0,1.6,1435,996,0,62,0,12,False,32,0.63,36
98.0,18.46,0.526,9.711,501,278.1460713,195.0927868,0.7,93.0,13.0,30.3,43.2,4.42,1.3,91,3.1,17.68,2.47,15.95,3.79,20.93,0.04,126,18,114,27,NONE,,18.6,40,42.8,737,761,1871,78.0,1.3,3,29.7,0,1871,0,0,100.0,0.0,0.7,"W001° 15' 6.0408""","N51° 45' 55.6212""",54,68,0.1,0,1.77,1.48,3.25,0.54,0.28,0.987,4,0,0,,80,00:01:38,95.1,2.65,1435,996,0,62,0,12,False,32,0.3,30
100.0,20.83,0.364,7.583,335,189.984163,128.3152524,0.68,65.9,7.6,32.2,47.7,3.02,0.9,91,2.1,18.1,2.09,16.54,3.36,20.93,0.04,129,15,118,24,NONE,,18.5,40,42.8,737,760,1270,52.9,0.88,3,20.2,0,1270,0,0,100.0,0.0,0.68,"W001° 15' 6.039""","N51° 45' 55.623""",54,69,0.1,0,1.61,1.27,2.88,0.56,0.26,0.88,2,0,0,,80,00:01:40,96.1,1.81,1435,996,0,62,0,12,False,32,0.23,27
103.0,22.14,0.438,9.697,382,278.4595719,187.0433166,0.67,77.5,10.4,29.3,43.6,4.42,1.3,87,3.2,17.69,2.37,15.8,3.79,20.93,0.04,126,17,113,27,NONE,,18.4,40,42.8,737,761,1860,77.5,1.29,3,29.5,0,1860,0,0,100.0,0.0,0.67,"W001° 15' 6.0408""","N51° 45' 55.6266""",54,69,0.1,0,1.6,1.11,2.71,0.59,0.27,0.987,3,0,0,,80,00:01:43,95.1,2.65,1435,996,0,63,0,12,False,31,0.27,30
104.0,40.54,0.785,31.824,465,1234.7570938,873.8071227,0.71,129.7,26.4,23.5,33.2,19.6,5.6,85,14.5,16.52,3.36,14.56,4.6,20.93,0.04,118,24,104,33,NONE,,18.4,40,42.8,737,761,8319,346.6,5.78,3,132.0,0,8299,19,0,99.8,0.2,0.71,"W001° 15' 6.0414""","N51° 45' 55.6284""",54,69,0.1,0,0.89,0.59,1.48,0.6,0.23,1.503,1,0,0,,80,00:01:44,83.8,>.76,1435,996,0,63,0,12,False,31,0.88,35
107.0,22.99,0.671,15.425,806,472.7499685,323.5015475,0.68,117.2,17.3,29.2,42.7,7.5,2.1,87,5.4,17.47,2.58,15.52,4.12,20.93,0.04,125,18,111,29,NONE,,18.3,40,42.9,737,760,3167,132.0,2.2,3,50.3,0,3167,0,0,100.0,0.0,0.68,"W001° 15' 6.045""","N51° 45' 55.635""",54,68,0.2,0,1.18,1.43,2.61,0.45,0.32,1.188,3,0,0,,80,00:01:47,92.2,2.25,1435,996,0,63,0,12,False,30,0.57,32
109.0,25.0,0.593,14.825,559,439.6316244,304.9455736,0.69,104.2,15.0,29.7,42.9,6.98,2.0,92,4.8,17.57,2.53,15.54,4.14,20.93,0.04,125,18,111,30,NONE,,18.2,40,42.8,737,761,2952,123.0,2.05,4,46.9,0,2952,0,0,100.0,0.0,0.69,"W001° 15' 6.0534""","N51° 45' 55.6392""",54,69,0.2,0,1.04,1.36,2.4,0.43,0.32,1.171,2,0,0,,80,00:01:49,92.5,2.09,1435,996,0,63,0,12,False,30,0.57,32
