t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,12.3,2.929,36.012,3439,853.7324962,1006.5801787,1.18,526.6,99.4,41.2,34.9,11.23,3.2,0,0,17.98,3.39,17.2,4.31,20.93,0.04,129,24,124,31,NONE,,16.5,45,34.4,742,766,6389,266.2,4.44,0,84.1,0,0,6389,0,0.0,100.0,1.18,"W001° 15' 6.0012""","N51° 45' 55.818""",62,56,0.1,0,1.76,3.12,4.88,0.36,0.25,1.556,0,0,0,,64,00:00:00,81.6,6.74,1200,1007,0,61,0,9,False,28,1.66,33
2.0,26.09,0.488,12.73,610,243.8212525,256.6517492,1.05,90.8,12.0,44.7,42.5,3.21,0.9,0,0,18.61,2.46,17.34,3.9,20.93,0.04,134,18,125,28,NONE,,16.5,45,34.4,742,766,1776,74.0,1.23,0,23.4,0,0,1776,0,0.0,100.0,1.05,"W001° 15' 6.003""","N51° 45' 55.8252""",62,56,0.1,0,1.06,1.24,2.3,0.46,0.28,1.105,2,0,0,,64,00:00:02,93.5,1.92,1334,1007,0,61,0,9,False,29,0.46,31
4.0,26.09,0.236,6.157,124,129.1184274,134.9174598,1.04,43.4,6.3,33.5,32.1,1.7,0.5,0,0,18.39,2.67,17.65,3.48,20.93,0.04,132,19,127,25,NONE,,16.4,45,34.4,742,766,939,39.1,0.65,0,12.4,0,0,939,0,0.0,100.0,1.04,"W001° 15' 5.9994""","N51° 45' 55.8288""",62,56,0.2,0,0.53,1.77,2.3,0.23,0.02,0.789,2,0,0,,64,00:00:04,96.9,0.51,1334,1007,0,61,0,9,False,30,0.45,28
9.0,16.17,0.389,6.291,509,146.1443988,138.0725064,0.94,70.7,10.4,35.3,37.4,1.92,0.5,0,0,18.17,2.67,15.83,4.9,20.93,0.04,131,19,114,35,NONE,,16.4,45,34.3,742,766,1039,43.3,0.72,0,13.7,0,196,844,0,18.9,81.1,0.94,"W001° 15' 5.9886""","N51° 45' 55.8354""",62,56,0.1,0,1.14,2.57,3.71,0.31,0.3,0.799,5,0,0,,64,00:00:09,96.8,1.15,1334,1007,0,61,0,9,False,29,0.34,37
14.0,10.14,0.811,8.22,939,284.4902962,250.6450265,0.88,136.9,30.0,26.4,30,3.74,1.1,0,0,16.88,3.7,15.15,5.38,20.93,0.04,121,27,109,39,NONE,,16.4,45,34.4,742,766,1995,83.1,1.39,0,26.2,0,810,1185,0,40.6,59.4,0.88,"W001° 15' 5.976""","N51° 45' 55.8438""",62,56,0.1,0,2.24,3.68,5.92,0.38,0.25,0.915,5,0,0,,64,00:00:14,95.8,2.25,1334,1007,0,61,0,9,False,29,0.36,40
19.0,11.03,0.886,9.772,1129,419.049406,359.7992011,0.86,141.2,39.5,21.5,25,5.51,1.6,0,0,15.94,4.46,14.77,5.53,20.93,0.04,115,32,106,40,NONE,,16.4,44,34.3,742,766,2923,121.8,2.03,0,38.5,0,1411,1513,0,48.3,51.7,0.86,"W001° 15' 5.97""","N51° 45' 55.8432""",61,56,0.1,0,1.97,3.47,5.44,0.36,0.14,0.99,5,0,0,,64,00:00:19,95.0,3.31,1334,1007,0,61,0,9,False,29,0.45,41
23.0,16.44,0.603,9.912,715,367.8079146,306.2848251,0.83,100.3,22.6,23.8,28.6,4.84,1.4,0,0,16.63,3.75,14.88,5.37,20.93,0.04,120,27,107,39,NONE,,16.4,44,34.3,742,766,2551,106.3,1.77,0,33.6,0,1456,1095,0,57.1,42.9,0.83,"W001° 15' 5.9616""","N51° 45' 55.8384""",61,56,0.0,0,1.05,2.6,3.65,0.29,0.21,0.996,4,0,0,,64,00:00:23,94.9,,1334,1007,0,61,0,9,False,30,0.57,40
28.0,12.35,0.596,7.358,578,252.8050172,202.2758061,0.8,101.2,19.9,25.7,32.1,3.33,1.0,0,0,16.98,3.34,14.79,5.24,20.93,0.04,122,24,106,38,NONE,,16.4,45,34.3,742,766,1740,72.5,1.21,1,22.9,0,1187,553,0,68.2,31.8,0.8,"W001° 15' 5.955""","N51° 45' 55.8384""",61,56,0.1,0,1.31,3.55,4.86,0.27,0.27,0.867,5,0,0,,64,00:00:28,96.2,2,1334,1007,0,61,0,9,False,29,0.45,39
31.0,17.54,0.774,13.579,695,460.4466039,377.0494369,0.82,131.7,26.1,26.8,32.8,6.06,1.7,0,0,17.02,3.37,14.74,5.42,20.93,0.04,122,24,106,39,NONE,,16.4,45,34.3,742,766,3183,132.6,2.21,1,41.9,0,1968,1215,0,61.8,38.2,0.82,"W001° 15' 5.946""","N51° 45' 55.8396""",61,56,0.1,0,0.63,2.79,3.42,0.18,0.31,1.133,3,0,0,,64,00:00:31,93.1,3.64,1334,1007,0,60,0,9,False,29,1.23,41
