t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,11.24,0.309,3.472,654,0.0,0.7146113,0.0,64.9,0.2,0.0,3757.8,0.0,0.0,66,0,21.0,0.06,20.99,0.05,20.93,0.04,151,0,150,0,NONE,,16.8,61,35.0,741,764,0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0.0,"W001° 15' 7.1328""","N51° 45' 55.017""",53,57,0.4,0,3.26,2.08,5.34,0.61,0.69,0.541,0,0,0,,84,00:00:00,97.9,0,1200,987,0,64,0,11,False,32,0.09,6
5.0,12.3,0.508,6.246,242,90.0318836,105.1853414,1.17,97.2,10.5,59.8,51.2,1.27,0.4,64,1.4,19.13,2.07,15.99,3.96,20.93,0.04,137,15,115,28,NONE,,16.7,61,34.9,741,764,672,28.0,0.47,0,9.5,0,0,672,0,0.0,100.0,1.17,"W001° 15' 7.131""","N51° 45' 55.0272""",54,57,0.1,0,1.94,2.94,4.88,0.4,0.38,0.796,5,0,0,,84,00:00:05,96.3,0.76,1200,987,0,64,0,11,False,32,0.26,31
7.0,32.09,0.165,5.294,66,0.0,0.9494947,0.0,37.7,0.1,0.0,3210.3,0.0,0.0,65,0,22.85,0.06,20.95,0.09,20.93,0.04,164,0,150,1,NONE,,16.7,60,34.9,741,764,0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0.0,"W001° 15' 7.1298""","N51° 45' 55.0296""",54,58,0.2,0,0.32,1.55,1.87,0.17,0.5,0.724,2,0,0,,84,00:00:07,96.8,0,1200,987,0,64,0,11,False,32,0.52,6
8.0,43.48,0.192,8.348,196,203.7438857,159.7560814,0.78,34.8,4.5,26.0,33.2,2.87,0.8,65,3.1,18.12,2.34,17.56,2.72,20.93,0.04,130,17,126,20,NONE,,16.7,60,34.9,741,764,1397,58.2,0.97,0,19.7,0,1030,368,0,73.7,26.3,0.78,"W001° 15' 7.1304""","N51° 45' 55.032""",54,58,0.2,0,0.77,0.61,1.38,0.56,0.0,0.922,1,0,0,,84,00:00:08,95.0,0.86,1200,987,0,64,0,11,False,32,0.25,23
10.0,32.09,0.547,17.551,190,604.5849375,452.6016974,0.75,93.0,17.2,25.3,33.8,8.52,2.4,66,9.2,17.0,3.14,15.16,4.73,20.93,0.04,122,23,109,34,NONE,,16.6,60,34.9,741,764,4112,171.3,2.86,0,57.9,0,3528,584,0,85.8,14.2,0.75,"W001° 15' 7.1202""","N51° 45' 55.0326""",54,58,0.3,0,0.38,1.49,1.87,0.2,0.25,1.244,2,0,0,,84,00:00:10,89.5,1.7,1321,987,0,64,0,11,False,32,1.44,36
14.0,14.08,0.507,7.141,316,109.1568323,125.1787152,1.15,96.5,10.9,56.4,49.2,1.54,0.4,66,1.7,19.03,2.15,16.15,3.76,20.93,0.04,136,15,116,27,NONE,,16.6,60,34.9,741,764,811,33.8,0.56,0,11.4,0,0,811,0,0.0,100.0,1.15,"W001° 15' 7.122""","N51° 45' 55.0332""",55,57,0.1,0,0.42,3.84,4.26,0.1,0.34,0.854,4,0,0,,84,00:00:14,95.7,0.92,1321,987,0,65,0,11,False,31,1.21,30
17.0,21.2,0.499,10.58,424,383.6620551,262.4091452,0.68,84.1,15.1,23.7,34.7,5.4,1.5,65,5.9,16.85,3.03,14.7,4.68,20.93,0.04,121,22,105,34,NONE,,16.5,60,34.9,741,764,2570,107.1,1.78,0,36.2,0,2570,0,0,100.0,0.0,0.68,"W001° 15' 7.1256""","N51° 45' 55.035""",55,58,0.1,0,1.0,1.83,2.83,0.35,0.25,1.024,3,0,0,,83,00:00:17,93.7,3.24,1321,987,0,65,0,11,False,32,0.5,36
20.0,20.0,0.52,10.4,435,298.5213782,200.8816161,0.67,92.1,12.3,30.1,44.8,4.2,1.2,64,4.7,17.71,2.37,15.82,4.05,20.93,0.04,127,17,113,29,NONE,,16.5,60,34.9,741,764,1995,83.1,1.39,0,28.1,0,1995,0,0,100.0,0.0,0.67,"W001° 15' 7.1244""","N51° 45' 55.0344""",56,58,0.1,0,1.12,1.88,3.0,0.37,0.33,1.017,3,0,0,,83,00:00:20,93.8,2.52,1321,987,0,65,0,11,False,27,0.46,32
29.0,7.47,0.251,1.875,2319,32.9894462,21.7200328,0.66,47.6,3.6,41.0,62.3,0.46,0.1,60,0.5,18.96,1.43,17.41,2.76,20.93,0.04,136,10,125,20,NONE,,16.3,60,34.9,741,764,220,9.2,0.15,0,3.1,0,220,0,0,100.0,0.0,0.66,"W001° 15' 7.1178""","N51° 45' 55.0494""",56,58,0.2,0,6.74,1.29,8.03,0.84,0.28,0.273,9,0,0,,83,00:00:29,98.9,0.14,1321,987,0,65,0,11,False,31,0.04,23
