t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,10.83,2.031,21.996,1342,636.6076254,584.1199111,0.92,355.7,65.6,33.4,36.4,10.1,2.9,109,5.8,17.51,3.23,16.42,4.24,20.93,0.04,126,23,118,30,NONE,,18.2,46,37.9,742,765,4500,187.5,3.13,0,71.4,0,1266,3234,0,28.1,71.9,0.92,"W001° 15' 5.9166""","N51° 45' 55.7328""",63,57,0.1,0,2.45,3.09,5.54,0.44,0.26,1.342,0,0,0,,92,00:00:00,88.8,6.06,1200,998,0,75,0,10,False,30,0.83,33
8.0,8.05,1.25,10.067,1547,213.3050077,194.4286911,0.91,230.4,29.5,44.6,48.9,3.39,1.0,96,2.2,18.43,2.36,17.05,3.57,20.93,0.04,132,17,122,26,NONE,,18.1,48,37.9,742,765,1506,62.7,1.05,0,23.9,0,455,1051,0,30.2,69.8,0.91,"W001° 15' 5.9118""","N51° 45' 55.7292""",63,56,0.1,0,2.86,4.59,7.45,0.38,0.35,1.003,8,0,0,,92,00:00:08,94.9,2.03,1200,998,0,75,0,9,False,32,0.44,29
12.0,14.15,0.811,11.476,783,285.1796317,236.4843474,0.83,146.4,20.4,36.8,44.3,4.53,1.3,107,2.7,18.05,2.52,16.38,4.1,20.93,0.04,130,18,118,29,NONE,,18.1,48,37.8,742,765,1976,82.3,1.37,0,31.4,0,1152,825,0,58.3,41.7,0.83,"W001° 15' 5.9154""","N51° 45' 55.7364""",63,57,0.1,0,2.34,1.9,4.24,0.55,0.35,1.06,4,0,0,,92,00:00:12,94.2,2.72,1321,998,0,75,0,10,False,32,0.35,32
15.0,22.47,0.413,9.281,423,186.4473234,148.4279608,0.8,76.9,8.1,41.3,51.9,2.96,0.8,109,1.7,18.62,1.96,17.47,2.98,20.93,0.04,134,14,125,21,NONE,,18.0,48,37.9,742,765,1282,53.4,0.89,0,20.4,0,892,390,0,69.6,30.4,0.8,"W001° 15' 5.9154""","N51° 45' 55.737""",63,56,0.1,0,1.41,1.26,2.67,0.53,0.26,0.968,3,0,0,,92,00:00:15,95.3,1.78,1321,998,0,75,0,9,False,29,0.29,25
27.0,4.54,0.267,1.213,2108,0.0,0.0,0.02,56.1,0.1,0.0,0.0,0.0,0.0,109,0.0,21.01,0.04,20.94,0.08,20.93,0.04,151,0,150,1,NONE,,18.0,47,37.8,742,765,0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0.02,"W001° 15' 5.9046""","N51° 45' 55.7262""",63,57,0.1,0,3.53,9.68,13.21,0.27,0.69,0.084,12,0,0,,92,00:00:27,99.4,0,1321,998,0,75,0,9,False,25,0.08,6
34.0,8.93,2.38,21.25,78,778.7589543,674.491418,0.87,396.3,91.7,26.5,30.6,12.36,3.5,117,6.7,16.65,3.85,15.45,4.89,20.93,0.04,120,28,111,35,NONE,,18.0,48,37.8,742,765,5442,226.7,3.78,1,86.4,0,2487,2955,0,45.7,54.3,0.87,"W001° 15' 5.8938""","N51° 45' 55.728""",64,57,0.4,0,0.77,5.95,6.72,0.11,0.22,1.327,7,0,0,,92,00:00:34,89.2,1.85,1321,998,0,75,0,9,False,30,3.09,37
40.0,10.97,0.955,10.475,710,215.1157364,207.4492369,0.96,176.5,23.1,45.1,46.8,3.41,1.0,86,2.5,18.48,2.42,16.41,3.99,20.93,0.04,133,17,118,29,NONE,,18.0,48,37.8,742,765,1537,64.0,1.07,1,24.4,0,187,1350,0,12.2,87.8,0.96,"W001° 15' 5.9034""","N51° 45' 55.7448""",63,57,0.2,0,0.98,4.49,5.47,0.18,0.37,1.02,6,0,0,,92,00:00:40,94.7,1.02,1321,998,0,75,0,9,False,32,0.97,31
43.0,25.97,0.26,6.753,226,108.444394,77.7453827,0.72,49.7,3.7,45.5,63.5,1.72,0.5,77,1.4,19.12,1.42,18.0,2.29,20.93,0.04,137,10,129,16,NONE,,18.0,48,37.8,742,765,732,30.5,0.51,1,11.6,0,707,25,0,96.6,3.4,0.72,"W001° 15' 5.9004""","N51° 45' 55.7424""",63,57,0.2,0,0.89,1.42,2.31,0.39,0.23,0.83,3,0,0,,92,00:00:43,96.6,0.52,1321,998,0,75,0,10,False,32,0.29,20
45.0,17.8,0.388,6.908,331,146.9421917,96.9867715,0.66,72.0,6.7,38.5,58.4,2.33,0.7,77,1.9,18.56,1.73,16.94,3.01,20.93,0.04,133,12,122,22,NONE,,18.0,48,37.7,742,765,979,40.8,0.68,1,15.5,0,979,0,0,100.0,0.0,0.66,"W001° 15' 5.9034""","N51° 45' 55.7436""",63,57,0.3,0,2.29,1.08,3.37,0.68,0.32,0.839,2,0,0,,92,00:00:45,96.5,0.47,1321,998,0,75,0,9,False,32,0.17,25
47.0,26.09,0.602,15.704,437,514.6598548,348.6975455,0.68,103.9,16.3,27.0,39.8,8.17,2.3,79,6.5,17.26,2.71,15.25,4.4,20.93,0.04,124,19,109,32,NONE,,18.0,48,37.7,742,765,3443,143.4,2.39,1,54.6,0,3443,0,0,100.0,0.0,0.68,"W001° 15' 5.9064""","N51° 45' 55.7502""",63,57,0.3,0,1.12,1.18,2.3,0.49,0.31,1.196,2,0,0,,92,00:00:47,92.0,1.63,1321,998,0,75,0,9,False,31,0.54,34
49.0,27.78,0.699,19.417,607,641.2281887,428.1990383,0.67,120.5,18.8,27.2,40.8,10.18,2.9,88,7.3,17.24,2.69,15.44,4.18,20.93,0.04,124,19,111,30,NONE,,18.0,48,37.7,742,765,4279,178.3,2.97,1,67.9,0,4279,0,0,100.0,0.0,0.67,"W001° 15' 5.9064""","N51° 45' 55.749""",63,57,0.1,0,0.97,1.19,2.16,0.45,0.31,1.288,2,0,0,,92,00:00:49,90.1,6.11,1321,998,0,75,0,10,False,32,0.72,33
51.0,30.61,0.44,13.469,693,348.8829762,227.3768057,0.65,79.4,9.1,32.5,49.8,5.54,1.6,91,3.8,18.05,2.07,16.23,3.5,20.93,0.04,130,15,117,25,NONE,,18.0,48,37.7,742,765,2319,96.6,1.61,1,36.8,0,2319,0,0,100.0,0.0,0.65,"W001° 15' 5.9034""","N51° 45' 55.7508""",62,57,0.1,0,1.19,0.77,1.96,0.61,0.31,1.129,2,0,0,,92,00:00:51,93.2,3.32,1321,998,0,75,0,9,False,32,0.37,28
