t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,mmHg
0.0,3.53,1.788,6.314,1562,166.4018752,209.6320813,1.26,313.5,73.2,36.5,28.9,3.33,1.0,90,1.8,17.53,4.09,15.82,5.2,20.91,0.06,124,29,112,37,NONE,,32.7,48,46.6,733,757,1267,52.8,0.88,0,25.3,0,0,1267,0,0.0,100.0,1.26,"W001° 15' 5.7798""","N51° 45' 55.3314""",58,74,0.1,0,1.35,15.64,16.99,0.08,0.21,0.8,0,0,0,,40,00:00:00,94.6,2,1278,980,0,68,0,9,False,32,1.32,39
3.0,20.69,0.681,14.09,825,297.0751331,333.5756188,1.12,124.5,20.0,42.6,37.9,5.94,1.7,98,3.0,18.28,2.94,16.85,4.49,20.91,0.06,130,21,120,32,NONE,,32.7,48,46.6,733,757,2197,91.5,1.53,0,43.9,0,0,2197,0,0.0,100.0,1.12,"W001° 15' 5.7762""","N51° 45' 55.3296""",59,74,0.1,0,0.82,2.08,2.9,0.28,0.29,1.149,3,0,0,,40,00:00:03,87.9,3.56,1278,980,0,68,0,9,False,32,0.83,34
6.0,21.35,0.401,8.562,492,96.6893039,201.4138723,2.08,77.1,11.7,73.1,35.1,1.93,0.6,100,1.0,19.23,2.92,16.98,4.05,20.91,0.06,137,21,121,29,NONE,,32.7,48,46.6,733,757,862,35.9,0.6,0,17.2,0,0,862,0,0.0,100.0,2.08,"W001° 15' 5.778""","N51° 45' 55.3332""",59,74,0.2,0,0.75,2.06,2.81,0.27,0.17,0.933,3,0,0,,40,00:00:06,92.7,0.58,1278,980,0,68,0,9,False,32,0.53,31
8.0,30.46,0.395,12.03,347,275.7634234,274.7644575,1.0,71.6,11.2,35.9,36.0,5.52,1.6,100,2.8,18.13,2.84,16.77,4.24,20.91,0.06,129,20,119,30,NONE,,32.8,48,46.6,733,757,1984,82.7,1.38,0,39.7,0,25,1959,0,1.2,98.8,1.0,"W001° 15' 5.7798""","N51° 45' 55.3404""",59,74,0.1,0,0.77,1.2,1.97,0.39,0.21,1.08,2,0,0,,40,00:00:08,89.7,3.31,1278,980,0,67,0,9,False,32,0.51,33
10.0,27.91,0.321,8.958,382,184.7586532,193.0779998,1.05,59.0,8.6,37.9,36.3,3.7,1.1,99,1.9,18.38,2.68,16.88,4.1,20.91,0.06,130,19,120,29,NONE,,32.8,48,46.6,733,757,1343,56.0,0.93,0,26.9,0,0,1343,0,0.0,100.0,1.05,"W001° 15' 5.7774""","N51° 45' 55.3428""",59,74,0.1,0,1.04,1.11,2.15,0.48,0.18,0.952,2,0,0,,40,00:00:10,92.3,2.22,1278,980,0,67,0,9,False,32,0.31,32
13.0,18.13,0.542,9.825,471,247.1386803,251.7176644,1.02,96.7,17.2,34.6,34.0,4.94,1.4,99,2.5,17.84,3.17,16.19,4.49,20.91,0.06,127,23,115,32,NONE,,32.8,48,46.6,733,757,1787,74.4,1.24,0,35.7,0,0,1787,0,0.0,100.0,1.02,"W001° 15' 5.7606""","N51° 45' 55.3548""",60,74,0.4,0,0.79,2.52,3.31,0.24,0.21,0.992,3,0,0,,40,00:00:13,91.6,0.74,1278,980,0,68,0,9,False,32,0.69,34
15.0,27.91,0.528,14.735,554,386.3155288,362.4413577,0.94,93.8,16.1,33.1,35.3,7.73,2.2,98,3.9,17.77,3.05,16.5,4.45,20.91,0.06,126,22,117,32,NONE,,32.8,48,46.6,733,757,2744,114.3,1.91,0,54.9,0,579,2165,0,21.1,78.9,0.94,"W001° 15' 5.7504""","N51° 45' 55.3506""",60,74,0.5,0,0.92,1.23,2.15,0.43,0.23,1.168,2,0,0,,40,00:00:15,87.4,0.93,1278,980,0,68,0,9,False,32,0.57,34
18.0,21.05,0.539,11.347,651,248.4091869,245.5967155,0.99,98.4,14.5,39.7,40.2,4.97,1.4,97,2.6,18.26,2.69,17.09,4.15,20.91,0.06,130,19,121,29,NONE,,32.8,48,46.6,733,757,1784,74.3,1.24,0,35.7,0,69,1715,0,3.9,96.1,0.99,"W001° 15' 5.7486""","N51° 45' 55.356""",60,74,0.3,0,1.14,1.71,2.85,0.4,0.27,1.055,3,0,0,,40,00:00:18,90.3,0.99,1278,980,0,67,0,9,False,32,0.47,32
20.0,25.32,0.569,14.405,556,355.0293989,338.704178,0.95,102.1,16.6,35.6,37.3,7.1,2.0,95,3.7,17.94,2.92,17.23,3.91,20.91,0.06,127,21,122,28,NONE,,32.8,48,46.6,733,757,2530,105.4,1.76,0,50.6,0,397,2133,0,15.7,84.3,0.95,"W001° 15' 5.7618""","N51° 45' 55.3548""",60,74,0.8,0,0.98,1.39,2.37,0.41,0.2,1.159,2,0,0,,40,00:00:20,87.7,0.53,1278,980,290,67,0,9,False,32,0.58,30
